postcode,year,property_id,lga,lat,lon,date,price,address,suburb,url,no_of_bed,no_of_bath,no_of_parking,house_size,type,distance_from_CBD,median_taxable_income,mean_taxable_income,AQI,AQI_exclude_bushfire_month,Within_5km_2019,Btwn_5_10km_2019,Btwn_10_15km_2019,Within_5km_2018,Btwn_5_10km_2018,Btwn_10_15km_2018,Drug.offences,Non.Violent.Crime,Violent.Crime,distance_from_closest_station,distance_from_closest_public_school,distance_from_closest_private_school,metropolitan_area,Nom.number,Nom.ratio,Year,SAdvDisav_score,SAdvDisav_decile,ER_score,ER_decile,EDUOCC_score,EDUOCC_decile,avg_temp,distance_from_school,distance_cbd,distance_public_school,distance_private_school,distance_station,house_size_cat,no_of_bed_num,no_of_bath_num,no_of_parking_num
2077,2018,23488,The Council of the Shire of Hornsby,-33.6840253,151.1138772,24/11/2018,1100000,"27A Queens Road, ASQUITH NSW 2077",asquith,https://www.domain.com.au/27a-queens-road-asquith-nsw-2077-2014751725,4,2,2,505,House,22.31955724,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.734,0.246,0.275,TRUE,1675,1.1,2016,1100,10,1075,9,1103,10,19.5,0.003,<30km,<1.5km,<1.5km,<1km,"(500,600]",4,2,2
2077,2018,23498,The Council of the Shire of Hornsby,-33.6872354,151.1149405,21/08/2018,1250000,"40A Dudley Street, ASQUITH NSW 2077",asquith,https://www.domain.com.au/40a-dudley-street-asquith-nsw-2077-2014485650,4,2,2,656,House,21.95360261,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.64,0.306,0.368,TRUE,1675,1.1,2016,1100,10,1075,9,1103,10,11.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2077,2019,23565,The Council of the Shire of Hornsby,-33.7035111,151.0864954,3/03/2020,1300000,"40 Rosemead Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/40-rosemead-road-hornsby-nsw-2077-2016127288,4,2,2,695,House,21.57498833,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.075,1.273,1.327,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,20,0.003,<30km,<1.5km,<1.5km,<2km,"(600,700]",4,2,2
2077,2019,23609,The Council of the Shire of Hornsby,-33.701372,151.1093093,16/12/2019,1510000,"20A Northcote Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/20a-northcote-road-hornsby-nsw-2077-2015967716,4,2,2,663,House,20.75185792,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.925,0.778,1.291,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,20.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2077,2019,23657,The Council of the Shire of Hornsby,-33.7073857,151.095476,19/10/2019,1496500,"9A Nursery Street, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/9a-nursery-street-hornsby-nsw-2077-2015679614,4,2,2,624,House,20.77675827,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.496,0.52,0.391,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,18,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2077,2019,23717,The Council of the Shire of Hornsby,-33.687033,151.0936133,9/08/2019,1178000,"39 Ethel Street, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/39-ethel-street-hornsby-nsw-2077-2015297569,3,2,2,556,House,22.83195466,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.344,0.688,1.669,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,11.5,0.003,<30km,<1.5km,<3km,<2km,"(500,600]",3,2,2
2077,2019,23728,The Council of the Shire of Hornsby,-33.687853,151.0968505,27/07/2019,1200000,"31A Galston Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/31a-galston-road-hornsby-nsw-2077-2015418748,4,2,2,606,House,22.61198777,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.036,0.607,1.385,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,10.5,0.003,<30km,<1.5km,<1.5km,<2km,"(600,700]",4,2,2
2077,2019,23731,The Council of the Shire of Hornsby,-33.6994708,151.115941,24/07/2019,815000,"5/65 King Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/5-65-king-road-hornsby-nsw-2077-2014931584,3,2,2,501,Townhouse,20.67653636,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.391,1.041,1.598,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,10.5,0.003,<30km,<1.5km,<3km,<2km,"(500,600]",3,2,2
2077,2018,23865,The Council of the Shire of Hornsby,-33.6915555,151.0964309,16/11/2018,1050000,"21B Maranta Street, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/21b-maranta-street-hornsby-nsw-2077-2014590109,4,2,2,624,House,22.26639839,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.125,0.616,1.55,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,19.5,0.003,<30km,<1.5km,<3km,<2km,"(600,700]",4,2,2
2077,2018,23924,The Council of the Shire of Hornsby,-33.7045551,151.0818396,18/08/2018,988888,"45 Valley Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/45-valley-road-hornsby-nsw-2077-2014533204,4,2,2,697,House,21.70807233,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.511,1.528,1.679,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,11.5,0.003,<30km,<3km,<3km,<2km,"(600,700]",4,2,2
2077,2018,24018,The Council of the Shire of Hornsby,-33.7065802,151.0916504,19/04/2018,1160000,"57 Nursery Street, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/57-nursery-street-hornsby-nsw-2077-2014247205,3,2,2,658,House,21.03514551,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.689,0.713,0.747,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,18.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",3,2,2
2077,2018,24037,The Council of the Shire of Hornsby,-33.6882911,151.0981591,24/03/2018,1380000,"24B Galston Road, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/24b-galston-road-hornsby-nsw-2077-2014231649,4,2,2,524,House,22.51317569,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.913,0.63,1.277,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,20,0.003,<30km,<1.5km,<1.5km,<1km,"(500,600]",4,2,2
2077,2018,24087,The Council of the Shire of Hornsby,-33.6885718,151.0935158,1/01/2018,1300000,"25 Clarinda Street, HORNSBY NSW 2077",hornsby,https://www.domain.com.au/25-clarinda-street-hornsby-nsw-2077-2013993570,3,2,2,625,House,22.68560431,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.343,0.823,1.704,TRUE,1675,1.1,2016,1065,9,984,3,1094,10,22.5,0.003,<30km,<1.5km,<3km,<2km,"(600,700]",3,2,2
2077,2019,24100,The Council of the Shire of Hornsby,-33.6684772,151.0948357,6/12/2019,1285000,"2C Kookaburra Road, HORNSBY HEIGHTS NSW 2077",hornsby heights,https://www.domain.com.au/2c-kookaburra-road-hornsby-heights-nsw-2077-2015879572,4,2,2,583,House,24.6197977,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.905,0.344,2.446,TRUE,1675,1.1,2016,1125,10,1137,10,1108,10,20.5,0.003,<30km,<1.5km,<3km,<2km,"(500,600]",4,2,2
2077,2018,24170,The Council of the Shire of Hornsby,-33.6743793,151.0980432,14/11/2018,1055000,"1 Chakola Avenue, HORNSBY HEIGHTS NSW 2077",hornsby heights,https://www.domain.com.au/1-chakola-avenue-hornsby-heights-nsw-2077-2014678151,4,2,2,689,House,23.90086825,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,1.618,0.473,1.76,TRUE,1675,1.1,2016,1125,10,1137,10,1108,10,19.5,0.003,<30km,<1.5km,<3km,<2km,"(600,700]",4,2,2
2077,2019,24240,The Council of the Shire of Hornsby,-33.7087261,151.1040068,22/11/2019,1111000,"802/3 Orara Street, WAITARA NSW 2077",waitara,https://www.domain.com.au/802-3-orara-street-waitara-nsw-2077-2016226026,3,2,2,627,Apartment / Unit / Flat,20.25679314,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.208,0.357,0.463,TRUE,1675,1.1,2016,1078,10,947,2,1117,10,19.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",3,2,2
2077,2019,24255,The Council of the Shire of Hornsby,-33.7060276,151.107849,4/10/2019,1460000,"2 Wentworth  Avenue, WAITARA NSW 2077",waitara,https://www.domain.com.au/2-wentworth-avenue-waitara-nsw-2077-2015555497,4,2,2,598,House,20.35301827,48018,59469,59.29029029,48.82417582,0,0,0,N,0,0,6.978638823671338,7.667096701273276,7.873678181830356,0.53,0.417,0.89,TRUE,1675,1.1,2016,1078,10,947,2,1117,10,18,0.003,<30km,<1.5km,<1.5km,<1km,"(500,600]",4,2,2
2079,2019,24424,The Council of the Shire of Hornsby,-33.6562663,151.1220925,14/02/2020,1100000,"6 Dianella Way, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/6-dianella-way-mount-colah-nsw-2079-2016034363,4,2,2,655,House,24.91978529,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,1.371,1.26,3.392,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,23,0.003,<30km,<1.5km,>=3km,<2km,"(600,700]",4,2,2
2079,2019,24443,The Council of the Shire of Hornsby,-33.6770697,151.1168591,8/11/2019,1056000,"6 Greenmount Way, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/6-greenmount-way-mount-colah-nsw-2079-2015836040,3,2,2,522,House,22.92555006,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,0.661,0.47,1.062,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,19.5,0.003,<30km,<1.5km,<1.5km,<1km,"(500,600]",3,2,2
2079,2019,24444,The Council of the Shire of Hornsby,-33.6721578,151.11761,4/11/2019,1115000,"24 Telopea Street, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/24-telopea-street-mount-colah-nsw-2079-2015710933,4,2,2,700,House,23.40657513,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,0.252,0.198,1.589,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,19.5,0.003,<30km,<1.5km,<3km,<1km,"(600,700]",4,2,2
2079,2019,24483,The Council of the Shire of Hornsby,-33.6669067,151.1160855,10/05/2019,1200001,"30 Northumberland Avenue, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/30-northumberland-avenue-mount-colah-nsw-2079-2015219079,4,2,2,697,House,24.00078078,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,0.495,0.671,2.11,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,14.5,0.003,<30km,<1.5km,<3km,<1km,"(600,700]",4,2,2
2079,2019,24496,The Council of the Shire of Hornsby,-33.6644956,151.1216196,14/03/2019,838000,"679A Pacific Highway, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/679a-pacific-highway-mount-colah-nsw-2079-2014708748,3,2,2,651,House,24.07275808,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,0.966,1.087,2.515,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,20,0.003,<30km,<1.5km,<3km,<1km,"(600,700]",3,2,2
2079,2019,24505,The Council of the Shire of Hornsby,-33.6787441,151.108031,12/02/2019,1100000,"29 Willarong Road, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/29-willarong-road-mount-colah-nsw-2079-2014889574,4,2,2,504,House,23.07352455,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,1.055,0.865,0.821,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,23,0.003,<30km,<1.5km,<1.5km,<2km,"(500,600]",4,2,2
2079,2018,24543,The Council of the Shire of Hornsby,-33.6767032,151.1097602,19/04/2018,1020000,"22 Jersey Street, MOUNT COLAH NSW 2079",mount colah,https://www.domain.com.au/22-jersey-street-mount-colah-nsw-2079-2014235551,4,2,2,630,House,23.21649194,50844,64082,59.29029029,48.82417582,0,0,0,N,0,0,3.3984620872917595,5.085427967614931,4.4397674096778825,0.778,0.69,0.995,TRUE,1675,1.1,2016,1111,10,1124,10,1091,10,18.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2080,2019,24577,The Council of the Shire of Hornsby,-33.6536694,151.1411617,10/05/2019,960000,"10 Young Street, MOUNT KURING-GAI NSW 2080",mount kuring gai,https://www.domain.com.au/10-young-street-mount-kuring-gai-nsw-2080-2014996339,4,2,2,699,House,24.68271755,45576,60418,59.29029029,48.82417582,0,0,0,N,0,0,1.892322139844218,4.4388310434949245,2.8427706327616304,0.385,0.666,3.63,TRUE,1675,1.1,2016,1097,10,1107,10,1082,9,14.5,0.003,<30km,<1.5km,>=3km,<1km,"(600,700]",4,2,2
2080,2019,24579,The Council of the Shire of Hornsby,-33.6554807,151.133254,18/02/2019,1250000,"11A Glenview Road, MOUNT KURING-GAI NSW 2080",mount kuring gai,https://www.domain.com.au/11a-glenview-road-mount-kuring-gai-nsw-2080-2014873790,4,2,2,620,House,24.68751994,45576,60418,59.29029029,48.82417582,0,0,0,N,0,0,1.892322139844218,4.4388310434949245,2.8427706327616304,0.361,0.31,3.896,TRUE,1675,1.1,2016,1097,10,1107,10,1082,9,23,0.003,<30km,<1.5km,>=3km,<1km,"(600,700]",4,2,2
2080,2018,24588,The Council of the Shire of Hornsby,-33.6591562,151.1336352,29/01/2018,1040000,"8/17 Brisbane Avenue, MOUNT KURING-GAI NSW 2080",mount kuring gai,https://www.domain.com.au/8-17-brisbane-avenue-mount-kuring-gai-nsw-2080-2014022003,4,2,2,560,House,24.28681842,45576,60418,59.29029029,48.82417582,0,0,0,N,0,0,1.892322139844218,4.4388310434949245,2.8427706327616304,0.657,0.261,3.574,TRUE,1675,1.1,2016,1097,10,1107,10,1082,9,22.5,0.003,<30km,<1.5km,>=3km,<1km,"(500,600]",4,2,2
2081,2019,24589,The Council of the Shire of Hornsby,-33.6257586,151.1432098,1/05/2020,1190000,"1 Yeramba Crescent, BEROWRA NSW 2081",berowra,https://www.domain.com.au/1-yeramba-crescent-berowra-nsw-2081-2016129743,4,2,2,601,House,27.64441582,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,0.971,0.966,0.607,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,14.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2081,2019,24596,The Council of the Shire of Hornsby,-33.6292486,151.1369289,29/02/2020,1170000,"97 Yallambee Road, BEROWRA NSW 2081",berowra,https://www.domain.com.au/97-yallambee-road-berowra-nsw-2081-2016052106,4,2,2,695,House,27.40360857,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,1.656,1.634,1.285,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,23,0.003,<30km,<3km,<1.5km,<2km,"(600,700]",4,2,2
2081,2019,24600,The Council of the Shire of Hornsby,-33.6338074,151.1428912,17/12/2019,915000,"79 Bambil Road, BEROWRA NSW 2081",berowra,https://www.domain.com.au/79-bambil-road-berowra-nsw-2081-2015775933,4,2,2,695,House,26.78128804,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,1.53,1.788,1.438,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,20.5,0.003,<30km,<3km,<1.5km,<2km,"(600,700]",4,2,2
2081,2019,24616,The Council of the Shire of Hornsby,-33.6157505,151.1553022,7/09/2019,1206000,"6 Aubrey Place, BEROWRA NSW 2081",berowra,https://www.domain.com.au/6-aubrey-place-berowra-nsw-2081-2015537291,4,2,2,690,House,28.5101808,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,0.811,0.661,0.986,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,13.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2081,2019,24624,The Council of the Shire of Hornsby,-33.6250627,151.1418899,2/07/2019,965000,"14 Yeramba Crescent, BEROWRA NSW 2081",berowra,https://www.domain.com.au/14-yeramba-crescent-berowra-nsw-2081-2015388116,4,2,2,661,House,27.74696947,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,1.069,0.98,0.632,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,10.5,0.003,<30km,<1.5km,<1.5km,<2km,"(600,700]",4,2,2
2081,2019,24634,The Council of the Shire of Hornsby,-33.6286952,151.1437175,6/03/2019,1125000,"2A Mountain View Road, BEROWRA NSW 2081",berowra,https://www.domain.com.au/2a-mountain-view-road-berowra-nsw-2081-2014604874,4,2,2,592,House,27.31636182,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,1.079,1.23,0.874,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,20,0.003,<30km,<1.5km,<1.5km,<2km,"(500,600]",4,2,2
2081,2018,24643,The Council of the Shire of Hornsby,-33.6172131,151.1554537,29/11/2018,1292000,"43 The Gully Road, BEROWRA NSW 2081",berowra,https://www.domain.com.au/43-the-gully-road-berowra-nsw-2081-2014733674,4,2,2,691,House,28.34800628,50758,65481,59.29029029,48.82417582,0,0,0,N,0,0,4.7478860339143365,5.592222024740028,5.767179868294477,0.656,0.617,0.905,TRUE,1675,1.1,2016,1129,10,1137,10,1093,10,19.5,0.003,<30km,<1.5km,<1.5km,<1km,"(600,700]",4,2,2
2082,2019,24701,The Council of the Shire of Hornsby,-33.6125497,151.1487627,30/11/2019,1212000,"85 Warrina Street, BEROWRA HEIGHTS NSW 2082",berowra heights,https://www.domain.com.au/85-warrina-street-berowra-heights-nsw-2082-2015848792,3,2,2,695,House,28.97098366,49949,66538,59.29029029,48.82417582,0,0,0,N,0,0,2.470414768010212,4.744298809087401,4.177517844860652,1.228,0.663,0.438,TRUE,1675,1.1,2016,1108,10,1120,10,1088,10,19.5,0.003,<30km,<1.5km,<1.5km,<2km,"(600,700]",3,2,2
2082,2019,24722,The Council of the Shire of Hornsby,-33.6050612,151.1432307,18/07/2019,952000,"66A Lonsdale Avenue, BEROWRA HEIGHTS NSW 2082",berowra heights,https://www.domain.com.au/66a-lonsdale-avenue-berowra-heights-nsw-2082-2015403311,3,2,2,692,House,29.88712468,49949,66538,59.29029029,48.82417582,0,0,0,N,0,0,2.470414768010212,4.744298809087401,4.177517844860652,2.192,0.413,1.02,TRUE,1675,1.1,2016,1108,10,1120,10,1088,10,10.5,0.003,<30km,<1.5km,<1.5km,<5km,"(600,700]",3,2,2
2082,2018,24741,The Council of the Shire of Hornsby,-33.6094106,151.1410634,14/11/2018,1235000,"31A Wideview Road, BEROWRA HEIGHTS NSW 2082",berowra heights,https://www.domain.com.au/31a-wideview-road-berowra-heights-nsw-2082-2014699282,4,2,2,676,House,29.45753083,49949,66538,59.29029029,48.82417582,0,0,0,N,0,0,2.470414768010212,4.744298809087401,4.177517844860652,1.879,0.109,0.618,TRUE,1675,1.1,2016,1108,10,1120,10,1088,10,19.5,0.003,<30km,<1.5km,<1.5km,<2km,"(600,700]",4,2,2
2082,2018,24779,The Council of the Shire of Hornsby,-33.6040334,151.1425696,10/02/2018,1095000,"69 Lonsdale Avenue, BEROWRA HEIGHTS NSW 2082",berowra heights,https://www.domain.com.au/69-lonsdale-avenue-berowra-heights-nsw-2082-2013923315,4,2,2,601,House,30.01128571,49949,66538,59.29029029,48.82417582,0,0,0,N,0,0,2.470414768010212,4.744298809087401,4.177517844860652,2.321,0.505,1.141,TRUE,1675,1.1,2016,1108,10,1120,10,1088,10,23,0.003,>=30km,<1.5km,<1.5km,<5km,"(600,700]",4,2,2
2083,2018,24837,The Council of the Shire of Hornsby,-33.5472939,151.2171882,8/08/2018,1190000,"2 Baden Powell Avenue, BROOKLYN NSW 2083",brooklyn,https://www.domain.com.au/2-baden-powell-avenue-brooklyn-nsw-2083-2014290283,4,2,2,546,House,35.66802854,45070,62178,59.29029029,48.82417582,0,0,1,N,0,0,3.3984620872917595,5.218356069238035,4.1411318762905465,0.874,0.239,9.455,TRUE,1675,1.1,2016,1063,9,1049,7,1070,9,11.5,0.003,>=30km,<1.5km,>=3km,<1km,"(500,600]",4,2,2
2083,2018,24840,The Council of the Shire of Hornsby,-33.5470363,151.2172793,13/07/2018,1150000,"6 Baden Powell Avenue, BROOKLYN NSW 2083",brooklyn,https://www.domain.com.au/6-baden-powell-avenue-brooklyn-nsw-2083-2014455030,4,2,2,600,House,35.69676806,45070,62178,59.29029029,48.82417582,0,0,1,N,0,0,3.3984620872917595,5.218356069238035,4.1411318762905465,0.866,0.262,9.433,TRUE,1675,1.1,2016,1063,9,1049,7,1070,9,10.5,0.003,>=30km,<1.5km,>=3km,<1km,"(500,600]",4,2,2
2084,2019,24889,Northern Beaches Council,-33.6776646,151.2297111,27/03/2020,2100000,"48 Timaru Road, TERREY HILLS NSW 2084",terrey hills,https://www.domain.com.au/48-timaru-road-terrey-hills-nsw-2084-2016124634,4,2,2,696,House,21.28455179,52497,101705,46.88726043,46.63878327,0,0,0,N,0,0,2.7743346166424008,4.996147070401215,4.78585342510035,8.995,1.11,1.389,TRUE,2730,1,2016,1125,10,1152,10,1082,9,21,0.003,<30km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2084,2019,24891,Northern Beaches Council,-33.6847396,151.2260224,7/12/2019,1690000,"12 Currong Circuit, TERREY HILLS NSW 2084",terrey hills,https://www.domain.com.au/12-currong-circuit-terrey-hills-nsw-2084-2015908441,4,2,2,683,House,20.47435141,52497,101705,46.88726043,46.63878327,0,0,0,N,0,0,2.7743346166424008,4.996147070401215,4.78585342510035,8.939,0.334,0.607,TRUE,2730,1,2016,1125,10,1152,10,1082,9,21.5,0.003,<30km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2084,2019,24895,Northern Beaches Council,-33.6811753,151.2233357,25/10/2019,1420000,"24 Jinchilla Road, TERREY HILLS NSW 2084",terrey hills,https://www.domain.com.au/24-jinchilla-road-terrey-hills-nsw-2084-2015546737,3,2,2,696,House,20.8515879,52497,101705,46.88726043,46.63878327,0,0,0,N,0,0,2.7743346166424008,4.996147070401215,4.78585342510035,8.561,0.509,0.746,TRUE,2730,1,2016,1125,10,1152,10,1082,9,18,0.003,<30km,<1.5km,<1.5km,<10km,"(600,700]",3,2,2
2084,2019,24910,Northern Beaches Council,-33.6785721,151.2313961,28/03/2019,1325000,"8 Coreen Avenue, TERREY HILLS NSW 2084",terrey hills,https://www.domain.com.au/8-coreen-avenue-terrey-hills-nsw-2084-2014928301,4,2,2,696,House,21.19879373,52497,101705,46.88726043,46.63878327,0,0,0,N,0,0,2.7743346166424008,4.996147070401215,4.78585342510035,9.174,1.136,1.421,TRUE,2730,1,2016,1125,10,1152,10,1082,9,21,0.003,<30km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2084,2018,24920,Northern Beaches Council,-33.6767985,151.2259769,9/05/2018,1500000,"2 Timaru Road, TERREY HILLS NSW 2084",terrey hills,https://www.domain.com.au/2-timaru-road-terrey-hills-nsw-2084-2014139567,4,2,2,696,House,21.35243118,52497,101705,46.88726043,46.63878327,0,0,0,N,0,0,2.7743346166424008,4.996147070401215,4.78585342510035,8.635,1.038,1.289,TRUE,2730,1,2016,1125,10,1152,10,1082,9,15.5,0.003,<30km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2085,2019,24932,Northern Beaches Council,-33.7378516,151.206615,19/02/2020,1723000,"1 Kyeema Parade, BELROSE NSW 2085",belrose,https://www.domain.com.au/1-kyeema-parade-belrose-nsw-2085-2016060879,4,2,2,689,House,14.5267722,46582,72783,46.88726043,46.63878327,0,0,0,N,0,0,3.6912611630357732,5.458076163156633,5.608998682948315,5.153,0.613,0.804,TRUE,2730,1,2016,1126,10,1138,10,1103,10,22,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2085,2019,24936,Northern Beaches Council,-33.7346667,151.2076488,11/02/2020,1630000,"2 Wallina Avenue, BELROSE NSW 2085",belrose,https://www.domain.com.au/2-wallina-avenue-belrose-nsw-2085-2016035384,4,2,2,695,House,14.87869168,46582,72783,46.88726043,46.63878327,0,0,0,N,0,0,3.6912611630357732,5.458076163156633,5.608998682948315,5.433,0.976,1.108,TRUE,2730,1,2016,1126,10,1138,10,1103,10,22,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2085,2019,24939,Northern Beaches Council,-33.7307845,151.2130901,30/01/2020,1582000,"13 Stirling Place, BELROSE NSW 2085",belrose,https://www.domain.com.au/13-stirling-place-belrose-nsw-2085-2015993409,4,2,2,696,House,15.31253287,46582,72783,46.88726043,46.63878327,0,0,0,N,0,0,3.6912611630357732,5.458076163156633,5.608998682948315,6.076,0.513,0.88,TRUE,2730,1,2016,1126,10,1138,10,1103,10,22.5,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2085,2019,24942,Northern Beaches Council,-33.7265072,151.2197383,24/01/2020,1550000,"22 Neridah Avenue, BELROSE NSW 2085",belrose,https://www.domain.com.au/22-neridah-avenue-belrose-nsw-2085-2015996823,3,2,2,699,House,15.81251005,46582,72783,46.88726043,46.63878327,0,0,0,N,0,0,3.6912611630357732,5.458076163156633,5.608998682948315,6.843,0.298,0.636,TRUE,2730,1,2016,1126,10,1138,10,1103,10,22.5,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",3,2,2
2085,2019,24945,Northern Beaches Council,-33.7278527,151.213682,20/01/2020,1800000,"36 Ralston Avenue, BELROSE NSW 2085",belrose,https://www.domain.com.au/36-ralston-avenue-belrose-nsw-2085-2015996816,4,2,2,696,House,15.63896349,46582,72783,46.88726043,46.63878327,0,0,0,N,0,0,3.6912611630357732,5.458076163156633,5.608998682948315,6.28,0.283,0.551,TRUE,2730,1,2016,1126,10,1138,10,1103,10,22.5,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
